ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L07474,2022-12-27,E001,R013,V003,C0459,420,7.1,167.12,21.46,170,125340,13999,21678,11018,10943,182978,864694,681716,78.84,Livrée,5
L07475,2022-12-27,E005,R013,V004,C0498,420,6.94,86.83,1.8,174,65122,13486,23401,7258,5264,114531,89396,-25135,-28.12,Livrée,4
L07476,2022-12-27,E002,R012,V003,C0125,35,1.05,15.51,22.82,173,11632,0,3356,771,6132,21891,77797,55906,71.86,Livrée,4
L07477,2022-12-27,E004,R010,V001,C0204,340,7.76,130.17,15.28,12,97627,7067,20273,9058,8262,142287,492581,350294,71.11,Livrée,5
L07478,2022-12-27,E006,R007,V005,C0256,620,16.46,73.78,1.14,177,55335,14206,37718,10928,7432,125619,102731,-22888,-22.28,Livrée,5
L07479,2022-12-27,E004,R003,V007,C0131,165,3.03,47.09,10.54,36,35318,4622,6812,3274,6397,56423,230058,173635,75.47,Livrée,5
L07480,2022-12-28,E006,R003,V007,C0021,165,3.4,44.27,6.88,160,33202,5211,9788,4173,10063,62437,152945,90508,59.18,Livrée,5
L07481,2022-12-28,E005,R003,V006,C0078,165,3.52,66.54,16.58,134,49905,4129,9854,3588,7976,75452,309607,234155,75.63,Livrée,4
L07482,2022-12-28,E002,R012,V003,C0335,35,0.69,13.73,19.79,22,10298,0,2332,1028,7864,21522,57664,36142,62.68,Livrée,4
L07483,2022-12-28,E006,R004,V003,C0051,275,5.69,122.87,14.55,125,92152,7788,13035,7484,6499,126958,563570,436612,77.47,Livrée,5
L07484,2022-12-28,E004,R006,V006,C0362,195,4.43,77.66,12.37,126,58245,4533,11484,4778,10876,89916,202860,112944,55.68,Livrée,4
L07485,2022-12-28,E002,R015,V008,C0361,45,1.63,10.28,2.9,8,7710,0,5328,817,9069,22924,11750,-11174,-95.1,Livrée,4
L07486,2022-12-28,E002,R005,V002,C0266,185,3.72,51.88,8.71,124,38910,3774,9213,4038,7507,63442,142226,78784,55.39,Livrée,5
L07487,2022-12-29,E004,R008,V004,C0116,235,4.7,43.09,2.66,37,32318,7278,15711,5644,7861,68812,80745,11933,14.78,Livrée,5
L07488,2022-12-29,E001,R014,V008,C0055,165,3.07,33.02,4.6,40,24765,4495,6949,2668,8102,46979,75764,28785,37.99,Livrée,5
L07489,2022-12-29,E006,R014,V004,C0292,165,2.83,27.49,2.43,23,20618,3415,8463,2843,8910,44249,44114,-135,-0.31,Livrée,4
L07490,2022-12-29,E004,R012,V002,C0051,35,0.48,10.53,10.54,24,7897,0,1453,626,8890,18866,45278,26412,58.33,Livrée,5
L07491,2022-12-29,E005,R013,V002,C0330,420,7.47,124.6,7.15,24,93450,12587,21020,11239,9539,147835,242386,94551,39.01,Livrée,5
L07492,2022-12-29,E003,R005,V001,C0273,185,3.23,58.37,11.12,49,43778,4762,10226,3132,10515,72413,199716,127303,63.74,Livrée,5
L07493,2022-12-29,E004,R011,V008,C0254,275,6.02,60.17,4.62,61,45128,5589,13354,7212,10407,81690,121685,39995,32.87,Livrée,5
L07494,2022-12-30,E002,R012,V006,C0492,35,1.17,12.85,12.45,96,9638,0,3586,608,8254,22086,51879,29793,57.43,Livrée,4
L07495,2022-12-30,E002,R005,V005,C0473,185,2.93,22.35,1.38,182,16762,4014,7329,3829,8089,40023,21659,-18364,-84.79,Livrée,5
L07496,2022-12-30,E004,R014,V004,C0061,165,2.79,32.3,2.4,17,24225,3788,8743,4745,9856,51357,34565,-16792,-48.58,Livrée,5
L07497,2022-12-30,E003,R010,V002,C0347,340,6.92,106.42,7.84,191,79815,9534,17336,6278,8780,121743,215771,94028,43.58,Livrée,5
L07498,2022-12-30,E004,R002,V002,C0481,340,7.16,91.96,10.91,48,68970,10969,21828,6295,8954,117016,508071,391055,76.97,Livrée,5
L07499,2022-12-30,E003,R012,V006,C0459,35,0.14,11.87,11.95,78,8902,0,380,772,5741,15795,57370,41575,72.47,Livrée,5
L07500,2022-12-30,E003,R011,V007,C0397,275,5.41,85.45,7.84,173,64088,9397,11713,5283,8828,99309,211932,112623,53.14,Livrée,4
L07501,2022-12-31,E005,R011,V005,C0449,275,5.25,30.48,0.81,167,22860,8292,13644,5083,11405,61284,26572,-34712,-130.63,Livrée,5
L07502,2022-12-31,E006,R005,V002,C0351,185,3.38,48.85,11.19,33,36638,4054,8144,4332,10404,63572,166852,103280,61.9,En retard,3
L07503,2022-12-31,E002,R015,V007,C0225,45,1.38,14.27,10.28,67,10702,0,2935,1223,6747,21607,61312,39705,64.76,Livrée,5
L07504,2022-12-31,E002,R012,V001,C0469,35,0.87,12.07,10.76,60,9052,0,2841,778,7676,20347,56333,35986,63.88,Livrée,5
L07505,2022-12-31,E003,R007,V005,C0336,620,15.93,85.52,0.94,33,64140,18809,39958,9677,10595,143179,51329,-91850,-178.94,Livrée,5
L07506,2022-12-31,E002,R002,V007,C0103,340,7.07,107.56,6.03,151,80670,11353,21416,5588,11630,130657,304997,174340,57.16,Livrée,4
L07507,2022-12-31,E001,R014,V001,C0471,165,3.04,66.41,9.61,162,49808,4847,9868,2925,9479,76927,172664,95737,55.45,Livrée,5
L07508,2023-01-01,E003,R013,V003,C0458,420,7.97,196.96,18.63,177,141811,13369,21980,8814,9137,195111,1158951,963840,83.16,Livrée,4
L07509,2023-01-01,E002,R006,V004,C0048,195,4.01,38.27,2.93,137,27554,6181,9042,5321,11385,59483,54410,-5073,-9.32,Livrée,5
L07510,2023-01-01,E001,R007,V002,C0225,620,15.56,161.14,7.06,94,116021,16436,52610,16566,7480,209113,582445,373332,64.1,Livrée,4
L07511,2023-01-01,E005,R005,V007,C0342,185,3.05,54.92,10.4,147,39542,4414,9638,3941,7998,65533,217462,151929,69.86,Livrée,5
L07512,2023-01-01,E002,R009,V005,C0233,120,2.91,14.49,1.31,133,10433,2470,9656,2100,11310,35969,21884,-14085,-64.36,Livrée,4
L07513,2023-01-01,E001,R014,V001,C0070,165,3.09,54.53,11.08,180,39262,3930,9841,4561,11123,68717,209452,140735,67.19,Annulée,1
L07514,2023-01-02,E004,R004,V004,C0047,275,5.38,45.29,2.8,102,32609,8243,10800,7574,7175,66401,97024,30623,31.56,Livrée,5
L07515,2023-01-02,E006,R014,V008,C0228,165,3.59,33.14,4.39,16,23861,4699,9641,4729,6396,49326,101417,52091,51.36,Livrée,4
L07516,2023-01-02,E004,R014,V004,C0495,165,2.67,27.58,2.61,187,19858,4540,8007,4503,8541,45449,35892,-9557,-26.63,Livrée,5
L07517,2023-01-02,E001,R013,V008,C0010,420,7.46,77.6,2.82,69,55872,13912,18461,7466,9141,104852,166207,61355,36.91,Livrée,5
L07518,2023-01-02,E003,R010,V008,C0185,340,6.93,69.83,4.04,190,50278,9692,16983,7824,10413,95190,132834,37644,28.34,Livrée,4
L07519,2023-01-02,E003,R015,V002,C0080,45,0.39,13.11,6.46,119,9439,0,1356,716,7541,19052,40608,21556,53.08,Livrée,5
L07520,2023-01-02,E002,R001,V007,C0013,420,7.3,120.44,6.08,59,86717,13604,16067,12061,10675,139124,367595,228471,62.15,Livrée,5
L07521,2023-01-03,E004,R014,V008,C0499,165,3.07,30.37,3.48,75,21866,5280,6492,4069,5797,43504,62609,19105,30.51,Livrée,5
L07522,2023-01-03,E003,R008,V004,C0445,235,3.75,39.19,3.15,68,28217,7002,7798,5846,11811,60674,70347,9673,13.75,Livrée,5
L07523,2023-01-03,E003,R015,V002,C0314,45,0.78,11.74,6.97,67,8453,0,1755,1176,6410,17794,45145,27351,60.58,Livrée,4
L07524,2023-01-03,E004,R008,V007,C0340,235,4.5,77.52,7.16,166,55814,7134,9845,4237,9920,86950,238217,151267,63.5,Livrée,5
L07525,2023-01-03,E005,R007,V008,C0324,620,15.18,140.67,4.25,121,101282,16930,46482,10766,8777,184237,280865,96628,34.4,Livrée,3
L07526,2023-01-03,E003,R008,V007,C0084,235,4.44,69.91,7.73,18,50335,7715,12016,5119,8902,84087,193271,109184,56.49,Livrée,5
L07527,2023-01-03,E006,R002,V003,C0086,340,7.58,135.02,17.5,177,97214,7933,22486,9274,9869,146776,757342,610566,80.62,Livrée,4
L07528,2023-01-04,E001,R003,V002,C0157,165,3.04,48.38,8.32,174,34834,4951,10514,4470,5245,60014,113319,53305,47.04,Livrée,4
L07529,2023-01-04,E002,R009,V006,C0144,120,1.97,46.68,17.71,79,33610,2961,5831,3486,7583,53471,228310,174839,76.58,Livrée,5
L07530,2023-01-04,E003,R001,V008,C0491,420,6.99,79.5,3.58,77,57240,8961,22763,9298,9557,107819,163295,55476,33.97,Livrée,5
L07531,2023-01-04,E006,R008,V001,C0063,235,4.19,75.39,10.18,147,54281,6916,9698,4013,11839,86747,308105,221358,71.84,Livrée,5
L07532,2023-01-04,E006,R008,V006,C0431,235,3.85,79.55,16.21,169,57276,8167,8272,3569,6532,83816,491816,408000,82.96,Livrée,4
L07533,2023-01-04,E003,R007,V007,C0043,620,16.02,206.49,11.05,158,148673,16484,36551,9918,9368,220994,899266,678272,75.43,Livrée,5
L07534,2023-01-04,E005,R013,V007,C0407,420,6.91,118.21,8.76,180,85111,12590,22696,7162,5233,132792,541886,409094,75.49,Livrée,5
L07535,2023-01-05,E001,R014,V004,C0158,165,3.4,27.99,1.93,123,20153,5339,11233,3245,6284,46254,47363,1109,2.34,Livrée,5
L07536,2023-01-05,E002,R011,V004,C0185,275,6.24,53.38,3.14,41,38434,5805,14918,5664,6516,71337,117017,45680,39.04,Livrée,5
L07537,2023-01-05,E003,R005,V004,C0286,185,3.0,34.22,2.68,9,24638,4308,9681,3148,6166,47941,74130,26189,35.33,Livrée,5
L07538,2023-01-05,E002,R004,V007,C0491,275,5.38,90.81,11.2,103,65383,6879,11792,6002,5891,95947,375810,279863,74.47,Livrée,5
L07539,2023-01-05,E004,R010,V002,C0323,340,6.56,108.66,9.81,78,78235,8418,13694,7674,6708,114729,484756,370027,76.33,Livrée,5
L07540,2023-01-05,E006,R010,V005,C0440,340,7.57,45.53,0.77,70,32782,9624,24264,6364,9217,82251,27281,-54970,-201.5,Livrée,5
L07541,2023-01-05,E006,R013,V002,C0024,420,7.61,119.69,8.65,41,86177,10378,25944,10235,9487,142221,502968,360747,71.72,Livrée,5
L07542,2023-01-06,E003,R015,V001,C0497,45,1.66,15.53,16.51,158,11182,0,3417,851,7580,23030,81926,58896,71.89,Livrée,5
L07543,2023-01-06,E003,R010,V002,C0357,340,7.64,87.14,6.9,54,62741,8834,24555,7705,10696,114531,253193,138662,54.77,Livrée,4
L07544,2023-01-06,E004,R014,V004,C0205,165,2.34,33.71,2.8,86,24271,5028,6378,3078,6987,45742,37974,-7768,-20.46,Livrée,5
L07545,2023-01-06,E005,R010,V003,C0362,340,7.48,151.48,23.27,184,109066,10441,15400,7085,11548,153540,1186084,1032544,87.05,Livrée,5
L07546,2023-01-06,E003,R006,V001,C0224,195,4.8,61.94,15.38,38,44597,6489,15906,4508,11163,82663,417137,334474,80.18,Livrée,5
L07547,2023-01-06,E006,R012,V006,C0101,35,1.55,13.5,10.38,29,9720,0,3531,982,10773,25006,34754,9748,28.05,Livrée,4
L07548,2023-01-06,E002,R011,V003,C0204,275,6.35,128.34,15.11,185,92405,7698,13185,7099,9319,129706,532240,402534,75.63,Livrée,4
L07549,2023-01-07,E001,R001,V001,C0008,420,6.69,142.58,11.54,150,102658,13197,19236,7087,7964,150142,434434,284292,65.44,Livrée,5
L07550,2023-01-07,E002,R013,V001,C0472,420,7.54,135.58,11.81,5,97618,9210,20502,6368,11846,145544,696904,551360,79.12,Livrée,4
L07551,2023-01-07,E005,R005,V007,C0172,185,3.78,49.91,10.73,43,35935,4014,11770,4954,7630,64303,243676,179373,73.61,Livrée,5
L07552,2023-01-07,E001,R014,V004,C0208,165,3.06,28.98,2.77,70,20866,3852,8601,3780,10673,47772,58561,10789,18.42,Livrée,5
L07553,2023-01-07,E002,R004,V007,C0096,275,5.88,82.88,10.73,106,59674,7687,17354,4761,10609,100085,377514,277429,73.49,Livrée,5
L07554,2023-01-07,E002,R004,V008,C0162,275,5.65,58.89,4.22,65,42401,9339,13729,7430,11982,84881,102761,17880,17.4,Livrée,5
L07555,2023-01-07,E004,R007,V006,C0291,620,15.69,219.67,10.4,130,158162,16824,38790,17158,8059,238993,867180,628187,72.44,Livrée,5
L07556,2023-01-08,E005,R009,V002,C0096,120,2.17,31.93,10.64,183,22990,3475,6623,2249,9968,45305,117564,72259,61.46,Livrée,4
L07557,2023-01-08,E006,R008,V007,C0306,235,4.44,63.55,10.68,120,45756,6445,13940,4227,11373,81741,337422,255681,75.77,Livrée,5
L07558,2023-01-08,E004,R011,V008,C0145,275,6.16,55.61,2.83,44,40039,6247,15001,6692,5288,73267,110607,37340,33.76,Livrée,5
L07559,2023-01-08,E001,R013,V006,C0258,420,7.4,149.69,15.06,30,107777,8717,16503,6333,11890,151220,830819,679599,81.8,Livrée,5
L07560,2023-01-08,E006,R014,V004,C0474,165,2.99,31.26,3.1,53,22507,4196,10279,2709,5882,45573,45583,10,0.02,Livrée,5
L07561,2023-01-08,E004,R012,V004,C0438,35,0.84,6.83,3.27,6,4918,0,2632,684,9831,18065,14334,-3731,-26.03,Livrée,5
L07562,2023-01-09,E005,R008,V008,C0300,235,3.73,43.76,2.83,73,31507,7946,7630,5181,6434,58698,67920,9222,13.58,Livrée,5
L07563,2023-01-09,E003,R005,V007,C0465,185,3.34,50.05,6.53,49,36036,4174,8304,2999,10833,62346,150533,88187,58.58,Livrée,5
L07564,2023-01-09,E003,R006,V004,C0102,195,4.06,34.2,3.06,11,24624,5304,10789,4615,5299,50631,71646,21015,29.33,Livrée,5
L07565,2023-01-09,E001,R002,V003,C0177,340,7.32,136.03,20.42,115,97942,7813,15129,6978,11249,139111,953256,814145,85.41,Livrée,5
L07566,2023-01-09,E003,R013,V006,C0386,420,6.97,169.36,11.3,170,121939,10604,15750,9824,5591,163708,518328,354620,68.42,Livrée,5
L07567,2023-01-09,E004,R011,V006,C0328,275,5.74,94.49,15.29,28,68033,9279,17328,6811,10857,112308,436305,323997,74.26,Livrée,5
L07568,2023-01-09,E001,R014,V001,C0110,165,3.31,60.01,17.43,87,43207,4290,10971,3848,10767,73083,288612,215529,74.68,Livrée,5
L07569,2023-01-10,E006,R003,V005,C0198,165,2.78,20.33,1.08,128,14638,3810,6302,3260,5705,33715,21595,-12120,-56.12,Livrée,4
L07570,2023-01-10,E005,R005,V002,C0393,185,2.75,46.64,7.75,175,33581,4073,8486,4963,10365,61468,203972,142504,69.86,Livrée,4
L07571,2023-01-10,E001,R002,V008,C0129,340,7.56,72.39,3.47,145,52121,11717,22265,5942,6278,98323,105978,7655,7.22,Livrée,5
L07572,2023-01-10,E006,R003,V004,C0453,165,2.5,28.36,2.57,30,20419,4682,6457,2707,6109,40374,55560,15186,27.33,Livrée,5
L07573,2023-01-10,E001,R004,V006,C0359,275,6.31,102.31,17.5,130,73663,9580,14063,4444,5531,107281,498549,391268,78.48,Livrée,4
L07574,2023-01-10,E002,R006,V006,C0137,195,4.32,69.42,10.51,89,49982,5918,10860,4248,10956,81964,177141,95177,53.73,Livrée,4
L07575,2023-01-10,E002,R005,V001,C0398,185,3.43,74.09,15.69,148,53345,6083,11929,5369,11155,87881,423755,335874,79.26,Livrée,4
L07576,2023-01-11,E001,R010,V008,C0027,340,7.02,76.11,4.35,166,54799,9402,19982,9303,10811,104297,162522,58225,35.83,Livrée,5
L07577,2023-01-11,E003,R004,V002,C0137,275,5.7,87.79,7.12,86,63209,8868,14501,6736,6774,100088,180187,80099,44.45,Livrée,5
L07578,2023-01-11,E002,R013,V005,C0164,420,6.71,54.19,1.2,195,39017,12942,22382,10786,6520,91647,70393,-21254,-30.19,Livrée,5
L07579,2023-01-11,E005,R015,V005,C0349,45,0.27,5.16,1.42,93,3715,0,702,952,11149,16518,6857,-9661,-140.89,Livrée,5
L07580,2023-01-11,E006,R002,V004,C0468,340,6.51,60.38,2.33,107,43474,10611,13234,9545,10059,86923,69418,-17505,-25.22,Livrée,4
L07581,2023-01-11,E004,R012,V005,C0463,35,0.65,4.05,1.23,195,2916,0,1870,694,9929,15409,4507,-10902,-241.89,Livrée,4
L07582,2023-01-11,E002,R011,V005,C0356,275,5.01,33.39,1.13,83,24041,6561,13104,4845,9721,58272,39314,-18958,-48.22,Livrée,4
L07583,2023-01-12,E001,R005,V007,C0131,185,3.26,56.54,6.86,59,40709,4468,11273,4027,6302,66779,170170,103391,60.76,Livrée,5
L07584,2023-01-12,E003,R005,V002,C0373,185,3.25,49.4,6.16,108,35568,6256,8318,3650,8138,61930,169885,107955,63.55,Livrée,4
L07585,2023-01-12,E004,R011,V008,C0151,275,5.18,57.61,4.06,136,41479,6199,17191,7115,11125,83109,130631,47522,36.38,Livrée,4
L07586,2023-01-12,E006,R007,V002,C0378,620,15.86,175.03,8.09,191,126022,18981,54653,17759,7278,224693,483020,258327,53.48,Livrée,5
L07587,2023-01-12,E006,R001,V007,C0246,420,7.17,126.3,10.95,115,90936,8601,16559,11357,7523,134976,374767,239791,63.98,Livrée,5
L07588,2023-01-12,E002,R004,V004,C0110,275,5.55,55.82,2.03,153,40190,9122,16803,4167,5025,75307,77288,1981,2.56,Livrée,5
L07589,2023-01-12,E006,R011,V006,C0073,275,5.64,112.09,17.92,196,80705,7664,17481,7048,10979,123877,580532,456655,78.66,Livrée,4
L07590,2023-01-13,E006,R005,V001,C0286,185,3.64,70.96,12.66,143,51091,4532,10464,3289,6537,75913,237289,161376,68.01,Livrée,4
L07591,2023-01-13,E003,R008,V004,C0275,235,4.79,46.95,2.38,87,33804,5351,12869,6004,9985,68013,67347,-666,-0.99,Livrée,5
L07592,2023-01-13,E003,R012,V003,C0358,35,1.05,15.11,16.5,153,10879,0,2160,556,6396,19991,58924,38933,66.07,Livrée,5
L07593,2023-01-13,E003,R015,V005,C0067,45,0.56,5.91,1.2,78,4255,0,1727,699,10145,16826,6699,-10127,-151.17,Livrée,5
L07594,2023-01-13,E001,R012,V007,C0050,35,0.34,9.42,10.77,180,6782,0,782,589,5866,14019,49526,35507,71.69,Livrée,5
L07595,2023-01-13,E006,R008,V001,C0304,235,4.23,90.78,16.74,69,65362,6424,13136,5018,7424,97364,445680,348316,78.15,Livrée,5
L07596,2023-01-13,E006,R001,V006,C0003,420,7.41,150.85,16.85,146,108612,12474,19725,8986,7959,157756,792388,634632,80.09,Livrée,4
L07597,2023-01-14,E006,R005,V006,C0226,185,3.27,74.0,17.12,100,53280,4192,9448,3774,5695,76389,373208,296819,79.53,Livrée,5
L07598,2023-01-14,E005,R010,V002,C0066,340,7.18,106.42,9.8,108,76622,11634,21031,7017,8605,124909,327340,202431,61.84,Livrée,4
L07599,2023-01-14,E003,R001,V003,C0155,420,6.66,161.89,23.0,159,116561,14543,21345,8899,5202,166550,1183549,1016999,85.93,Livrée,5
L07600,2023-01-14,E004,R001,V008,C0471,420,7.51,94.6,3.85,73,68112,10962,20970,11221,6896,118161,135106,16945,12.54,Livrée,5
L07601,2023-01-14,E002,R002,V006,C0362,340,7.12,113.83,13.7,148,81958,9568,22078,8324,10244,132172,630731,498559,79.04,Livrée,4
L07602,2023-01-14,E004,R002,V003,C0480,340,7.7,154.63,12.85,119,111334,11754,16148,5866,11320,156422,431717,275295,63.77,Livrée,5
L07603,2023-01-15,E001,R015,V005,C0111,45,0.53,5.65,1.2,131,4068,0,1221,950,10393,16632,6211,-10421,-167.78,Livrée,5
L07604,2023-01-15,E001,R015,V002,C0483,45,0.95,11.98,7.12,32,8626,0,2757,1021,7290,19694,45384,25690,56.61,Livrée,4
L07605,2023-01-15,E006,R009,V001,C0296,120,2.39,47.9,15.41,62,34488,3241,4940,2472,6253,51394,208705,157311,75.37,Livrée,3
L07606,2023-01-15,E004,R004,V002,C0381,275,5.8,74.6,10.42,108,53712,7313,19215,5107,5438,90785,409149,318364,77.81,Livrée,5
L07607,2023-01-15,E006,R003,V005,C0256,165,3.43,18.76,1.15,149,13507,3614,9753,3566,7112,37552,21733,-15819,-72.79,Livrée,5
L07608,2023-01-15,E005,R011,V007,C0274,275,5.75,82.63,8.97,26,59494,6801,14635,6235,11183,98348,323558,225210,69.6,Livrée,5
L07609,2023-01-15,E001,R001,V006,C0155,420,7.54,142.38,11.15,137,102514,13348,23182,7468,10925,157437,495236,337799,68.21,Livrée,5
L07610,2023-01-16,E001,R012,V003,C0139,35,0.46,14.96,18.79,63,10771,0,1413,848,11678,24710,72576,47866,65.95,Livrée,5
L07611,2023-01-16,E004,R002,V007,C0167,340,7.08,112.79,6.88,126,81209,8047,22414,6970,5222,123862,224638,100776,44.86,Livrée,5
L07612,2023-01-16,E001,R006,V005,C0019,195,3.74,25.62,1.1,149,18446,4365,12825,3621,10707,49964,19231,-30733,-159.81,Livrée,5
L07613,2023-01-16,E005,R009,V006,C0345,120,1.7,41.74,15.78,165,30053,3912,5306,2352,7559,49182,207690,158508,76.32,Livrée,5
L07614,2023-01-16,E005,R005,V004,C0391,185,4.07,35.72,2.52,34,25718,5748,13286,3171,7572,55495,49107,-6388,-13.01,Livrée,5
L07615,2023-01-16,E005,R004,V008,C0223,275,5.72,51.38,3.91,83,36994,5971,14591,7124,8683,73363,130143,56780,43.63,Livrée,5
L07616,2023-01-16,E002,R013,V003,C0057,420,6.54,196.04,12.64,32,141149,14399,18278,9115,10352,193293,527845,334552,63.38,Livrée,5
L07617,2023-01-17,E005,R005,V005,C0386,185,3.99,21.0,0.97,94,15120,5345,11204,3569,9533,44771,19139,-25632,-133.93,Livrée,4
L07618,2023-01-17,E005,R009,V001,C0294,120,2.06,40.39,17.94,79,29081,3726,5094,2666,8806,49373,233988,184615,78.9,Livrée,5
L07619,2023-01-17,E002,R012,V001,C0133,35,0.37,12.9,17.45,112,9288,0,874,1021,5564,16747,88925,72178,81.17,Livrée,5
L07620,2023-01-17,E006,R013,V006,C0462,420,6.8,149.36,13.32,132,107539,14307,21345,10090,8077,161358,729622,568264,77.88,Livrée,4
L07621,2023-01-17,E003,R007,V006,C0338,620,15.79,229.61,16.99,155,165319,18430,50390,14852,11460,260451,1183543,923092,77.99,Livrée,5
L07622,2023-01-17,E001,R008,V001,C0292,235,3.43,87.66,9.53,149,63115,7927,9530,4126,8216,92914,283964,191050,67.28,Livrée,5
L07623,2023-01-17,E005,R015,V008,C0452,45,0.84,8.71,3.53,133,6271,0,2834,924,8883,18912,23624,4712,19.95,Livrée,5
L07624,2023-01-18,E001,R004,V004,C0344,275,5.91,44.97,3.09,192,32378,9231,13312,6353,7658,68932,71675,2743,3.83,Livrée,4
L07625,2023-01-18,E004,R011,V002,C0205,275,5.68,81.48,8.34,137,58666,7031,15913,5226,9131,95967,281113,185146,65.86,Livrée,5
L07626,2023-01-18,E001,R008,V001,C0119,235,3.45,81.39,15.16,50,58601,5662,7326,5915,10012,87516,441696,354180,80.19,Livrée,5
L07627,2023-01-18,E006,R006,V008,C0253,195,4.85,42.1,2.71,169,30312,4598,11951,5552,6785,59198,68082,8884,13.05,Livrée,5
L07628,2023-01-18,E002,R005,V008,C0085,185,3.62,41.72,4.35,182,30038,5982,8507,4561,9699,58787,67681,8894,13.14,Livrée,5
L07629,2023-01-18,E001,R013,V006,C0185,420,7.54,171.17,17.55,123,123242,12067,21503,11591,11946,180349,1104358,924009,83.67,Livrée,4
L07630,2023-01-18,E001,R012,V006,C0225,35,0.23,12.28,16.42,175,8842,0,661,891,6411,16805,80241,63436,79.06,Livrée,5
L07631,2023-01-19,E001,R007,V004,C0148,620,16.26,121.14,2.17,8,87221,12752,44743,16954,8985,170655,128980,-41675,-32.31,Livrée,5
L07632,2023-01-19,E003,R006,V001,C0389,195,3.42,62.62,16.16,34,45086,5011,9224,5145,8790,73256,329369,256113,77.76,Livrée,5
L07633,2023-01-19,E003,R003,V004,C0280,165,3.69,33.58,2.2,78,24178,4944,8561,2816,11217,51716,39094,-12622,-32.29,Livrée,4
L07634,2023-01-19,E004,R005,V008,C0227,185,3.45,41.52,4.71,121,29894,4309,8657,4148,8306,55314,94733,39419,41.61,Livrée,5
L07635,2023-01-19,E002,R009,V001,C0286,120,2.32,43.13,17.28,199,31054,4099,6395,2210,6092,49850,251866,202016,80.21,Livrée,5
L07636,2023-01-19,E001,R007,V002,C0284,620,16.29,171.29,11.23,86,123329,12579,33511,16978,7946,194343,1018050,823707,80.91,Livrée,4
L07637,2023-01-19,E001,R012,V005,C0181,35,0.52,4.36,0.99,128,3139,0,1294,880,6595,11908,3509,-8399,-239.36,Livrée,5
L07638,2023-01-20,E001,R004,V001,C0435,275,5.93,94.64,16.57,112,68141,7292,12046,7012,10682,105173,500083,394910,78.97,Livrée,5
L07639,2023-01-20,E001,R007,V005,C0109,620,15.87,74.95,1.13,167,53964,18117,54456,10563,11753,148853,104783,-44070,-42.06,Livrée,5
L07640,2023-01-20,E003,R005,V001,C0135,185,3.27,68.08,10.61,198,49018,5470,7659,5405,10796,78348,293884,215536,73.34,Livrée,4
L07641,2023-01-20,E006,R011,V002,C0426,275,5.39,72.38,8.07,37,52114,9024,15317,4379,10828,91662,259432,167770,64.67,Livrée,4
L07642,2023-01-20,E006,R013,V008,C0291,420,7.22,89.55,4.0,7,64476,10630,15627,6574,7244,104551,163682,59131,36.13,Livrée,5
L07643,2023-01-20,E004,R015,V007,C0375,45,1.37,13.55,10.4,72,9756,0,3990,1314,8201,23261,57763,34502,59.73,Livrée,4
L07644,2023-01-20,E005,R002,V006,C0478,340,6.63,117.96,10.81,84,84931,8723,15748,7854,10649,127905,480994,353089,73.41,Livrée,5
L07645,2023-01-21,E002,R013,V005,C0290,420,7.49,57.54,1.11,168,41429,12345,18655,9544,7366,89339,41665,-47674,-114.42,Livrée,5
L07646,2023-01-21,E006,R006,V008,C0103,195,4.1,42.72,2.76,197,30758,4372,13579,5786,7519,62014,56274,-5740,-10.2,Livrée,5
L07647,2023-01-21,E001,R007,V004,C0201,620,15.08,103.94,2.25,33,74837,14611,52506,16706,7944,166604,158957,-7647,-4.81,Livrée,3
L07648,2023-01-21,E006,R008,V001,C0117,235,4.77,75.38,10.32,73,54274,5257,10553,4095,5870,80049,220829,140780,63.75,Livrée,5
L07649,2023-01-21,E004,R006,V006,C0332,195,3.7,63.29,17.41,39,45569,5936,9223,5081,11252,77061,431443,354382,82.14,Livrée,5
L07650,2023-01-21,E005,R008,V001,C0310,235,4.06,78.2,11.17,138,56304,7432,13682,4435,6745,88598,220360,131762,59.79,Livrée,5
L07651,2023-01-22,E006,R007,V004,C0029,620,15.82,107.49,2.86,158,77393,21582,41018,13672,5458,159123,183342,24219,13.21,Livrée,5
L07652,2023-01-22,E004,R002,V008,C0394,340,7.5,70.42,2.97,170,50702,8826,23102,8234,8727,99591,111310,11719,10.53,Livrée,5
L07653,2023-01-22,E003,R014,V002,C0027,165,3.65,47.99,7.24,150,34553,4445,12651,3381,5222,60252,108626,48374,44.53,Livrée,5
L07654,2023-01-22,E005,R006,V003,C0467,195,4.08,83.13,16.11,43,59854,4542,9191,5174,9227,87988,444309,356321,80.2,Livrée,5
L07655,2023-01-22,E004,R009,V001,C0013,120,2.42,46.8,13.07,66,33696,2502,5957,3539,8982,54676,141855,87179,61.46,Livrée,4
L07656,2023-01-22,E006,R012,V007,C0042,35,0.45,9.69,6.15,105,6977,0,1115,922,7942,16956,21410,4454,20.8,Livrée,4
